"peatland","date","wte","flag","year"
"S3",2021-01-01,413.66,"M",2020
"S3",2021-01-02,413.66,"M",2021
"S3",2021-01-03,413.66,"M",2021
"S3",2021-01-04,413.66,"M",2021
"S3",2021-01-05,413.66,"M",2021
"S3",2021-01-06,413.67,"M",2021
"S3",2021-01-07,413.67,"M",2021
"S3",2021-01-08,413.67,"M",2021
"S3",2021-01-09,413.67,"M",2021
"S3",2021-01-10,413.66,"M",2021
"S3",2021-01-11,413.66,"M",2021
"S3",2021-01-12,413.67,"M",2021
"S3",2021-01-13,413.67,"M",2021
"S3",2021-01-14,413.67,"M",2021
"S3",2021-01-15,413.67,"M",2021
"S3",2021-01-16,413.67,"M",2021
"S3",2021-01-17,413.67,"M",2021
"S3",2021-01-18,413.67,"M",2021
"S3",2021-01-19,413.67,"M",2021
"S3",2021-01-20,413.67,"M",2021
"S3",2021-01-21,413.67,"M",2021
"S3",2021-01-22,413.67,"M",2021
"S3",2021-01-23,413.67,"M",2021
"S3",2021-01-24,413.67,"M",2021
"S3",2021-01-25,413.67,"M",2021
"S3",2021-01-26,413.67,"M",2021
"S3",2021-01-27,413.67,"M",2021
"S3",2021-01-28,413.67,"M",2021
"S3",2021-01-29,413.67,"M",2021
"S3",2021-01-30,413.67,"M",2021
"S3",2021-01-31,413.67,"M",2021
"S3",2021-02-01,413.67,"M",2021
"S3",2021-02-02,413.67,"M",2021
"S3",2021-02-03,413.67,"M",2021
"S3",2021-02-04,413.67,"M",2021
"S3",2021-02-05,413.67,"M",2021
"S3",2021-02-06,413.67,"M",2021
"S3",2021-02-07,413.67,"M",2021
"S3",2021-02-08,413.67,"M",2021
"S3",2021-02-09,413.67,"M",2021
"S3",2021-02-10,413.67,"M",2021
"S3",2021-02-11,413.67,"M",2021
"S3",2021-02-12,413.67,"M",2021
"S3",2021-02-13,413.67,"M",2021
"S3",2021-02-14,413.67,"M",2021
"S3",2021-02-15,413.67,"M",2021
"S3",2021-02-16,413.67,"M",2021
"S3",2021-02-17,413.67,"M",2021
"S3",2021-02-18,413.67,"M",2021
"S3",2021-02-19,413.68,"M",2021
"S3",2021-02-20,413.68,"M",2021
"S3",2021-02-21,413.68,"M",2021
"S3",2021-02-22,413.69,"M",2021
"S3",2021-02-23,413.69,"M",2021
"S3",2021-02-24,413.7,"M",2021
"S3",2021-02-25,413.7,"M",2021
"S3",2021-02-26,413.7,"M",2021
"S3",2021-02-27,413.7,"M",2021
"S3",2021-02-28,413.7,"M",2021
"S3",2021-03-01,413.7,"M",2021
"S3",2021-03-02,413.71,"M",2021
"S3",2021-03-03,413.71,"M",2021
"S3",2021-03-04,413.71,"M",2021
"S3",2021-03-05,413.7,"M",2021
"S3",2021-03-06,413.7,"M",2021
"S3",2021-03-07,413.71,"M",2021
"S3",2021-03-08,413.72,"M",2021
"S3",2021-03-09,413.78,"M",2021
"S3",2021-03-10,413.76,"M",2021
"S3",2021-03-11,413.75,"M",2021
"S3",2021-03-12,413.74,"M",2021
"S3",2021-03-13,413.76,"M",2021
"S3",2021-03-14,413.75,"M",2021
"S3",2021-03-15,413.75,"M",2021
"S3",2021-03-16,413.75,"M",2021
"S3",2021-03-17,413.75,"M",2021
"S3",2021-03-18,413.75,"M",2021
"S3",2021-03-19,413.75,"I",2021
"S3",2021-03-20,413.76,"I",2021
"S3",2021-03-21,413.76,"I",2021
"S3",2021-03-22,413.77,"I",2021
"S3",2021-03-23,413.77,"I",2021
"S3",2021-03-24,413.77,"M",2021
"S3",2021-03-25,413.77,"M",2021
"S3",2021-03-26,413.76,"M",2021
"S3",2021-03-27,413.76,"M",2021
"S3",2021-03-28,413.76,"M",2021
"S3",2021-03-29,413.76,"M",2021
"S3",2021-03-30,413.74,"M",2021
"S3",2021-03-31,413.75,"M",2021
"S3",2021-04-01,413.74,"M",2021
"S3",2021-04-02,413.74,"M",2021
"S3",2021-04-03,413.74,"M",2021
"S3",2021-04-04,413.74,"M",2021
"S3",2021-04-05,413.74,"M",2021
"S3",2021-04-06,413.74,"M",2021
"S3",2021-04-07,413.78,"M",2021
"S3",2021-04-08,413.79,"M",2021
"S3",2021-04-09,413.76,"M",2021
"S3",2021-04-10,413.76,"M",2021
"S3",2021-04-11,413.74,"M",2021
"S3",2021-04-12,413.75,"M",2021
"S3",2021-04-13,413.74,"M",2021
"S3",2021-04-14,413.73,"M",2021
"S3",2021-04-15,413.72,"M",2021
"S3",2021-04-16,413.71,"M",2021
"S3",2021-04-17,413.7,"M",2021
"S3",2021-04-18,413.69,"M",2021
"S3",2021-04-19,413.69,"M",2021
"S3",2021-04-20,413.68,"M",2021
"S3",2021-04-21,413.68,"M",2021
"S3",2021-04-22,413.68,"M",2021
"S3",2021-04-23,413.67,"M",2021
"S3",2021-04-24,413.67,"M",2021
"S3",2021-04-25,413.67,"M",2021
"S3",2021-04-26,413.67,"M",2021
"S3",2021-04-27,413.67,"M",2021
"S3",2021-04-28,413.67,"M",2021
"S3",2021-04-29,413.67,"M",2021
"S3",2021-04-30,413.67,"M",2021
"S3",2021-05-01,413.67,"M",2021
"S3",2021-05-02,413.66,"M",2021
"S3",2021-05-03,413.66,"M",2021
"S3",2021-05-04,413.66,"M",2021
"S3",2021-05-05,413.66,"M",2021
"S3",2021-05-06,413.66,"M",2021
"S3",2021-05-07,413.65,"M",2021
"S3",2021-05-08,413.65,"M",2021
"S3",2021-05-09,413.65,"M",2021
"S3",2021-05-10,413.65,"M",2021
"S3",2021-05-11,413.65,"M",2021
"S3",2021-05-12,413.64,"M",2021
"S3",2021-05-13,413.64,"M",2021
"S3",2021-05-14,413.64,"M",2021
"S3",2021-05-15,413.64,"M",2021
"S3",2021-05-16,413.64,"M",2021
"S3",2021-05-17,413.64,"M",2021
"S3",2021-05-18,413.64,"M",2021
"S3",2021-05-19,413.63,"M",2021
"S3",2021-05-20,413.64,"M",2021
"S3",2021-05-21,413.64,"M",2021
"S3",2021-05-22,413.64,"M",2021
"S3",2021-05-23,413.64,"M",2021
"S3",2021-05-24,413.65,"M",2021
"S3",2021-05-25,413.64,"M",2021
"S3",2021-05-26,413.64,"M",2021
"S3",2021-05-27,413.64,"M",2021
"S3",2021-05-28,413.64,"M",2021
"S3",2021-05-29,413.63,"M",2021
"S3",2021-05-30,413.64,"M",2021
"S3",2021-05-31,413.63,"M",2021
"S3",2021-06-01,413.63,"M",2021
"S3",2021-06-02,413.63,"M",2021
"S3",2021-06-03,413.63,"M",2021
"S3",2021-06-04,413.63,"M",2021
"S3",2021-06-05,413.63,"M",2021
"S3",2021-06-06,413.63,"M",2021
"S3",2021-06-07,413.62,"M",2021
"S3",2021-06-08,413.67,"M",2021
"S3",2021-06-09,413.65,"M",2021
"S3",2021-06-10,413.64,"M",2021
"S3",2021-06-11,413.64,"M",2021
"S3",2021-06-12,413.63,"M",2021
"S3",2021-06-13,413.63,"M",2021
"S3",2021-06-14,413.63,"M",2021
"S3",2021-06-15,413.63,"M",2021
"S3",2021-06-16,413.62,"M",2021
"S3",2021-06-17,413.61,"M",2021
"S3",2021-06-18,413.61,"M",2021
"S3",2021-06-19,413.61,"M",2021
"S3",2021-06-20,413.61,"M",2021
"S3",2021-06-21,413.63,"M",2021
"S3",2021-06-22,413.63,"M",2021
"S3",2021-06-23,413.63,"M",2021
"S3",2021-06-24,413.62,"M",2021
"S3",2021-06-25,413.62,"M",2021
"S3",2021-06-26,413.62,"M",2021
"S3",2021-06-27,413.62,"M",2021
"S3",2021-06-28,413.61,"M",2021
"S3",2021-06-29,413.61,"M",2021
"S3",2021-06-30,413.61,"M",2021
"S3",2021-07-01,413.61,"M",2021
"S3",2021-07-02,413.6,"M",2021
"S3",2021-07-03,413.6,"M",2021
"S3",2021-07-04,413.6,"M",2021
"S3",2021-07-05,413.6,"M",2021
"S3",2021-07-06,413.6,"M",2021
"S3",2021-07-07,413.59,"M",2021
"S3",2021-07-08,413.59,"M",2021
"S3",2021-07-09,413.58,"M",2021
"S3",2021-07-10,413.58,"M",2021
"S3",2021-07-11,413.58,"M",2021
"S3",2021-07-12,413.57,"M",2021
"S3",2021-07-13,NA,"M",2021
"S3",2021-07-14,413.57,"M",2021
"S3",2021-07-15,413.57,"M",2021
"S3",2021-07-16,413.57,"M",2021
"S3",2021-07-17,413.57,"M",2021
"S3",2021-07-18,413.57,"M",2021
"S3",2021-07-19,413.6,"M",2021
"S3",2021-07-20,413.58,"M",2021
"S3",2021-07-21,413.58,"M",2021
"S3",2021-07-22,413.58,"M",2021
"S3",2021-07-23,413.58,"M",2021
"S3",2021-07-24,413.59,"M",2021
"S3",2021-07-25,413.58,"M",2021
"S3",2021-07-26,413.62,"M",2021
"S3",2021-07-27,413.6,"M",2021
"S3",2021-07-28,413.6,"M",2021
"S3",2021-07-29,413.6,"M",2021
"S3",2021-07-30,413.59,"M",2021
"S3",2021-07-31,413.59,"M",2021
"S3",2021-08-01,413.59,"M",2021
"S3",2021-08-02,413.58,"M",2021
"S3",2021-08-03,413.58,"M",2021
"S3",2021-08-04,413.58,"M",2021
"S3",2021-08-05,413.58,"M",2021
"S3",2021-08-06,413.58,"M",2021
"S3",2021-08-07,413.57,"M",2021
"S3",2021-08-08,413.57,"M",2021
"S3",2021-08-09,413.57,"M",2021
"S3",2021-08-10,413.56,"M",2021
"S3",2021-08-11,413.57,"M",2021
"S3",2021-08-12,413.56,"M",2021
"S3",2021-08-13,413.56,"M",2021
"S3",2021-08-14,413.56,"M",2021
"S3",2021-08-15,413.55,"M",2021
"S3",2021-08-16,413.54,"M",2021
"S3",2021-08-17,413.54,"M",2021
"S3",2021-08-18,413.54,"M",2021
"S3",2021-08-19,413.54,"M",2021
"S3",2021-08-20,413.55,"M",2021
"S3",2021-08-21,413.55,"M",2021
"S3",2021-08-22,413.55,"M",2021
"S3",2021-08-23,413.55,"M",2021
"S3",2021-08-24,413.54,"M",2021
"S3",2021-08-25,413.54,"M",2021
"S3",2021-08-26,413.55,"M",2021
"S3",2021-08-27,413.56,"M",2021
"S3",2021-08-28,413.56,"M",2021
"S3",2021-08-29,413.59,"M",2021
"S3",2021-08-30,413.57,"M",2021
"S3",2021-08-31,413.56,"M",2021
"S3",2021-09-01,413.56,"M",2021
"S3",2021-09-02,413.56,"M",2021
"S3",2021-09-03,413.57,"M",2021
"S3",2021-09-04,413.57,"M",2021
"S3",2021-09-05,413.57,"M",2021
"S3",2021-09-06,413.59,"M",2021
"S3",2021-09-07,413.59,"M",2021
"S3",2021-09-08,413.6,"M",2021
"S3",2021-09-09,413.59,"M",2021
"S3",2021-09-10,413.59,"M",2021
"S3",2021-09-11,413.59,"M",2021
"S3",2021-09-12,413.58,"M",2021
"S3",2021-09-13,413.58,"M",2021
"S3",2021-09-14,413.58,"M",2021
"S3",2021-09-15,413.58,"M",2021
"S3",2021-09-16,413.6,"M",2021
"S3",2021-09-17,413.6,"M",2021
"S3",2021-09-18,413.59,"M",2021
"S3",2021-09-19,413.59,"M",2021
"S3",2021-09-20,413.65,"M",2021
"S3",2021-09-21,413.64,"M",2021
"S3",2021-09-22,413.62,"M",2021
"S3",2021-09-23,413.61,"M",2021
"S3",2021-09-24,413.61,"M",2021
"S3",2021-09-25,413.61,"M",2021
"S3",2021-09-26,413.6,"M",2021
"S3",2021-09-27,413.6,"M",2021
"S3",2021-09-28,413.6,"M",2021
"S3",2021-09-29,413.59,"M",2021
"S3",2021-09-30,413.59,"M",2021
"S3",2021-10-01,413.62,"M",2021
"S3",2021-10-02,413.62,"M",2021
"S3",2021-10-03,413.62,"M",2021
"S3",2021-10-04,413.61,"M",2021
"S3",2021-10-05,413.61,"M",2021
"S3",2021-10-06,413.6,"M",2021
"S3",2021-10-07,413.6,"M",2021
"S3",2021-10-08,413.6,"M",2021
"S3",2021-10-09,413.62,"M",2021
"S3",2021-10-10,413.63,"M",2021
"S3",2021-10-11,413.63,"M",2021
"S3",2021-10-12,413.62,"M",2021
"S3",2021-10-13,413.62,"M",2021
"S3",2021-10-14,413.62,"M",2021
"S3",2021-10-15,413.61,"M",2021
"S3",2021-10-16,413.61,"M",2021
"S3",2021-10-17,413.61,"M",2021
"S3",2021-10-18,413.6,"M",2021
"S3",2021-10-19,413.6,"M",2021
"S3",2021-10-20,413.6,"M",2021
"S3",2021-10-21,413.6,"M",2021
"S3",2021-10-22,413.6,"M",2021
"S3",2021-10-23,413.6,"M",2021
"S3",2021-10-24,413.6,"M",2021
"S3",2021-10-25,413.6,"M",2021
"S3",2021-10-26,413.6,"M",2021
"S3",2021-10-27,413.61,"M",2021
"S3",2021-10-28,413.63,"M",2021
"S3",2021-10-29,413.63,"M",2021
"S3",2021-10-30,413.62,"M",2021
"S3",2021-10-31,413.62,"M",2021
"S3",2021-11-01,413.62,"M",2021
"S3",2021-11-02,413.61,"M",2021
"S3",2021-11-03,413.61,"M",2021
"S3",2021-11-04,413.61,"M",2021
"S3",2021-11-05,413.61,"M",2021
"S3",2021-11-06,413.61,"M",2021
"S3",2021-11-07,413.6,"M",2021
"S3",2021-11-08,413.6,"M",2021
"S3",2021-11-09,413.6,"M",2021
"S3",2021-11-10,413.61,"M",2021
"S3",2021-11-11,413.63,"M",2021
"S3",2021-11-12,413.63,"M",2021
"S3",2021-11-13,413.62,"M",2021
"S3",2021-11-14,413.62,"M",2021
"S3",2021-11-15,413.62,"M",2021
"S3",2021-11-16,413.62,"M",2021
"S3",2021-11-17,413.62,"M",2021
"S3",2021-11-18,413.61,"M",2021
"S3",2021-11-19,413.61,"M",2021
"S3",2021-11-20,413.61,"M",2021
"S3",2021-11-21,413.61,"M",2021
"S3",2021-11-22,413.61,"M",2021
"S3",2021-11-23,413.6,"M",2021
"S3",2021-11-24,413.6,"M",2021
"S3",2021-11-25,413.6,"M",2021
"S3",2021-11-26,413.6,"M",2021
"S3",2021-11-27,413.6,"M",2021
"S3",2021-11-28,413.6,"M",2021
"S3",2021-11-29,413.6,"M",2021
"S3",2021-11-30,413.6,"M",2021
"S3",2021-12-01,413.6,"M",2021
"S3",2021-12-02,413.6,"M",2021
"S3",2021-12-03,413.6,"M",2021
"S3",2021-12-04,413.6,"M",2021
"S3",2021-12-05,413.6,"M",2021
"S3",2021-12-06,413.6,"M",2021
"S3",2021-12-07,413.6,"M",2021
"S3",2021-12-08,413.6,"M",2021
"S3",2021-12-09,413.6,"M",2021
"S3",2021-12-10,413.6,"M",2021
"S3",2021-12-11,413.6,"M",2021
"S3",2021-12-12,413.6,"M",2021
"S3",2021-12-13,413.6,"M",2021
"S3",2021-12-14,413.6,"M",2021
"S3",2021-12-15,413.64,"M",2021
"S3",2021-12-16,413.64,"M",2021
"S3",2021-12-17,413.63,"M",2021
"S3",2021-12-18,413.62,"M",2021
"S3",2021-12-19,413.62,"M",2021
"S3",2021-12-20,413.62,"M",2021
"S3",2021-12-21,413.61,"M",2021
"S3",2021-12-22,413.61,"M",2021
"S3",2021-12-23,413.61,"M",2021
"S3",2021-12-24,413.6,"M",2021
"S3",2021-12-25,413.6,"M",2021
"S3",2021-12-26,413.6,"M",2021
"S3",2021-12-27,413.6,"M",2021
"S3",2021-12-28,413.6,"M",2021
"S3",2021-12-29,413.6,"M",2021
"S3",2021-12-30,413.6,"M",2021
"S3",2021-12-31,413.6,"M",2021
"S4",2017-01-02,428.52,"M",2017
"S4",2017-01-03,428.52,"M",2017
"S4",2017-01-04,428.52,"M",2017
"S4",2017-01-05,428.52,"M",2017
"S4",2017-01-06,428.52,"M",2017
"S4",2017-01-07,428.52,"M",2017
"S4",2017-01-08,428.52,"M",2017
"S4",2017-01-09,428.52,"M",2017
"S4",2017-01-10,428.52,"M",2017
"S4",2017-01-11,428.52,"M",2017
"S4",2017-01-12,428.52,"M",2017
"S4",2017-01-13,428.51,"M",2017
"S4",2017-01-14,428.51,"M",2017
"S4",2017-01-15,428.51,"M",2017
"S4",2017-01-16,428.51,"M",2017
"S4",2017-01-17,428.51,"M",2017
"S4",2017-01-18,428.51,"M",2017
"S4",2017-01-19,428.51,"M",2017
"S4",2017-01-20,428.52,"M",2017
"S4",2017-01-21,428.52,"M",2017
"S4",2017-01-22,428.52,"M",2017
"S4",2017-01-23,428.53,"M",2017
"S4",2017-01-24,428.52,"M",2017
"S4",2017-01-25,428.52,"M",2017
"S4",2017-01-26,428.52,"M",2017
"S4",2017-01-27,428.52,"M",2017
"S4",2017-01-28,428.52,"M",2017
"S4",2017-01-29,428.52,"M",2017
"S4",2017-01-30,428.52,"M",2017
"S4",2017-01-31,428.52,"M",2017
"S4",2017-02-01,428.51,"M",2017
"S4",2017-02-02,428.51,"M",2017
"S4",2017-02-03,428.51,"M",2017
"S4",2017-02-04,428.51,"M",2017
"S4",2017-02-05,428.51,"M",2017
"S4",2017-02-06,428.51,"M",2017
"S4",2017-02-07,428.51,"M",2017
"S4",2017-02-08,428.51,"M",2017
"S4",2017-02-09,428.51,"M",2017
"S4",2017-02-10,428.51,"M",2017
"S4",2017-02-11,428.51,"M",2017
"S4",2017-02-12,428.51,"M",2017
"S4",2017-02-13,428.51,"M",2017
"S4",2017-02-14,428.51,"M",2017
"S4",2017-02-15,428.51,"M",2017
"S4",2017-02-16,428.51,"M",2017
"S4",2017-02-17,428.51,"M",2017
"S4",2017-02-18,428.52,"M",2017
"S4",2017-02-19,428.53,"M",2017
"S4",2017-02-20,428.6,"M",2017
"S4",2017-02-21,428.59,"M",2017
"S4",2017-02-22,428.58,"M",2017
"S4",2017-02-23,428.58,"M",2017
"S4",2017-02-24,428.58,"M",2017
"S4",2017-02-25,428.58,"M",2017
"S4",2017-02-26,428.58,"M",2017
"S4",2017-02-27,428.58,"M",2017
"S4",2017-02-28,428.58,"M",2017
"S4",2017-03-01,428.58,"M",2017
"S4",2017-03-02,428.57,"M",2017
"S4",2017-03-03,428.57,"M",2017
"S4",2017-03-04,428.57,"M",2017
"S4",2017-03-05,428.57,"M",2017
"S4",2017-03-06,428.61,"M",2017
"S4",2017-03-07,428.61,"M",2017
"S4",2017-03-08,428.6,"M",2017
"S4",2017-03-09,428.59,"M",2017
"S4",2017-03-10,428.59,"M",2017
"S4",2017-03-11,428.59,"M",2017
"S4",2017-03-12,428.58,"M",2017
"S4",2017-03-13,428.58,"M",2017
"S4",2017-03-14,428.57,"M",2017
"S4",2017-03-15,428.57,"M",2017
"S4",2017-03-16,428.58,"M",2017
"S4",2017-03-17,428.58,"M",2017
"S4",2017-03-18,428.58,"M",2017
"S4",2017-03-19,428.59,"M",2017
"S4",2017-03-20,428.61,"M",2017
"S4",2017-03-21,428.61,"M",2017
"S4",2017-03-22,428.59,"M",2017
"S4",2017-03-23,428.64,"M",2017
"S4",2017-03-24,428.64,"M",2017
"S4",2017-03-25,428.64,"M",2017
"S4",2017-03-26,428.65,"M",2017
"S4",2017-03-27,428.68,"M",2017
"S4",2017-03-28,428.7,"M",2017
"S4",2017-03-29,428.72,"M",2017
"S4",2017-03-30,428.73,"M",2017
"S4",2017-03-31,428.73,"M",2017
"S4",2017-04-01,428.71,"M",2017
"S4",2017-04-02,428.7,"M",2017
"S4",2017-04-03,428.7,"M",2017
"S4",2017-04-04,428.69,"M",2017
"S4",2017-04-05,428.69,"M",2017
"S4",2017-04-06,428.68,"M",2017
"S4",2017-04-07,428.67,"M",2017
"S4",2017-04-08,428.67,"M",2017
"S4",2017-04-09,428.66,"M",2017
"S4",2017-04-10,428.66,"M",2017
"S4",2017-04-11,428.65,"M",2017
"S4",2017-04-12,428.64,"M",2017
"S4",2017-04-13,428.64,"M",2017
"S4",2017-04-14,428.63,"M",2017
"S4",2017-04-15,428.63,"M",2017
"S4",2017-04-16,428.63,"M",2017
"S4",2017-04-17,428.63,"M",2017
"S4",2017-04-18,428.64,"M",2017
"S4",2017-04-19,428.64,"M",2017
"S4",2017-04-20,428.65,"M",2017
"S4",2017-04-21,428.65,"M",2017
"S4",2017-04-22,428.64,"M",2017
"S4",2017-04-23,428.64,"M",2017
"S4",2017-04-24,428.63,"M",2017
"S4",2017-04-25,428.65,"M",2017
"S4",2017-04-26,428.64,"M",2017
"S4",2017-04-27,428.64,"M",2017
"S4",2017-04-28,428.64,"M",2017
"S4",2017-04-29,428.64,"M",2017
"S4",2017-04-30,428.63,"M",2017
"S4",2017-05-01,428.66,"M",2017
"S4",2017-05-02,428.66,"M",2017
"S4",2017-05-03,428.65,"M",2017
"S4",2017-05-04,428.64,"M",2017
"S4",2017-05-05,428.63,"M",2017
"S4",2017-05-06,428.63,"M",2017
"S4",2017-05-07,428.62,"M",2017
"S4",2017-05-08,428.62,"M",2017
"S4",2017-05-09,428.61,"M",2017
"S4",2017-05-10,428.6,"M",2017
"S4",2017-05-11,428.6,"M",2017
"S4",2017-05-12,428.59,"M",2017
"S4",2017-05-13,428.58,"M",2017
"S4",2017-05-14,428.58,"M",2017
"S4",2017-05-15,428.58,"M",2017
"S4",2017-05-16,428.58,"M",2017
"S4",2017-05-17,428.58,"M",2017
"S4",2017-05-18,428.58,"M",2017
"S4",2017-05-19,428.57,"M",2017
"S4",2017-05-20,428.58,"M",2017
"S4",2017-05-21,428.58,"M",2017
"S4",2017-05-22,428.58,"M",2017
"S4",2017-05-23,428.58,"M",2017
"S4",2017-05-24,428.58,"M",2017
"S4",2017-05-25,428.57,"M",2017
"S4",2017-05-26,428.57,"M",2017
"S4",2017-05-27,428.57,"M",2017
"S4",2017-05-28,428.57,"M",2017
"S4",2017-05-29,428.57,"M",2017
"S4",2017-05-30,428.57,"M",2017
"S4",2017-05-31,428.57,"M",2017
"S4",2017-06-01,428.56,"M",2017
"S4",2017-06-02,428.56,"M",2017
"S4",2017-06-03,428.56,"M",2017
"S4",2017-06-04,428.55,"M",2017
"S4",2017-06-05,428.55,"M",2017
"S4",2017-06-06,428.54,"M",2017
"S4",2017-06-07,428.54,"M",2017
"S4",2017-06-08,428.54,"M",2017
"S4",2017-06-09,428.53,"M",2017
"S4",2017-06-10,428.53,"M",2017
"S4",2017-06-11,428.54,"M",2017
"S4",2017-06-12,428.54,"M",2017
"S4",2017-06-13,428.58,"M",2017
"S4",2017-06-14,428.59,"M",2017
"S4",2017-06-15,428.58,"M",2017
"S4",2017-06-16,428.57,"M",2017
"S4",2017-06-17,428.57,"M",2017
"S4",2017-06-18,428.57,"M",2017
"S4",2017-06-19,428.57,"M",2017
"S4",2017-06-20,428.57,"M",2017
"S4",2017-06-21,428.57,"M",2017
"S4",2017-06-22,428.57,"M",2017
"S4",2017-06-23,428.57,"M",2017
"S4",2017-06-24,428.56,"M",2017
"S4",2017-06-25,428.57,"M",2017
"S4",2017-06-26,428.57,"M",2017
"S4",2017-06-27,428.57,"M",2017
"S4",2017-06-28,428.56,"M",2017
"S4",2017-06-29,428.56,"M",2017
"S4",2017-06-30,428.55,"M",2017
"S4",2017-07-01,428.55,"M",2017
"S4",2017-07-02,428.55,"M",2017
"S4",2017-07-03,428.54,"M",2017
"S4",2017-07-04,428.54,"M",2017
"S4",2017-07-05,428.53,"M",2017
"S4",2017-07-06,428.55,"M",2017
"S4",2017-07-07,428.54,"M",2017
"S4",2017-07-08,428.53,"M",2017
"S4",2017-07-09,428.52,"M",2017
"S4",2017-07-10,428.52,"M",2017
"S4",2017-07-11,428.55,"M",2017
"S4",2017-07-12,428.55,"M",2017
"S4",2017-07-13,428.54,"M",2017
"S4",2017-07-14,428.54,"M",2017
"S4",2017-07-15,428.53,"M",2017
"S4",2017-07-16,428.52,"M",2017
"S4",2017-07-17,428.52,"M",2017
"S4",2017-07-18,428.52,"M",2017
"S4",2017-07-19,428.51,"M",2017
"S4",2017-07-20,428.51,"M",2017
"S4",2017-07-21,428.54,"M",2017
"S4",2017-07-22,428.54,"M",2017
"S4",2017-07-23,428.53,"M",2017
"S4",2017-07-24,428.52,"M",2017
"S4",2017-07-25,428.52,"M",2017
"S4",2017-07-26,428.52,"M",2017
"S4",2017-07-27,428.51,"M",2017
"S4",2017-07-28,428.5,"M",2017
"S4",2017-07-29,428.49,"M",2017
"S4",2017-07-30,428.49,"M",2017
"S4",2017-07-31,428.48,"M",2017
"S4",2017-08-01,428.47,"M",2017
"S4",2017-08-02,428.46,"M",2017
"S4",2017-08-03,428.46,"M",2017
"S4",2017-08-04,428.47,"M",2017
"S4",2017-08-05,428.49,"M",2017
"S4",2017-08-06,428.49,"M",2017
"S4",2017-08-07,428.47,"M",2017
"S4",2017-08-08,428.46,"M",2017
"S4",2017-08-09,428.54,"M",2017
"S4",2017-08-10,428.53,"M",2017
"S4",2017-08-11,428.52,"M",2017
"S4",2017-08-12,428.51,"M",2017
"S4",2017-08-13,428.5,"M",2017
"S4",2017-08-14,428.5,"M",2017
"S4",2017-08-15,428.49,"M",2017
"S4",2017-08-16,428.51,"M",2017
"S4",2017-08-17,428.56,"M",2017
"S4",2017-08-18,428.55,"M",2017
"S4",2017-08-19,428.55,"M",2017
"S4",2017-08-20,428.53,"M",2017
"S4",2017-08-21,428.52,"M",2017
"S4",2017-08-22,428.52,"M",2017
"S4",2017-08-23,428.52,"M",2017
"S4",2017-08-24,428.52,"M",2017
"S4",2017-08-25,428.51,"M",2017
"S4",2017-08-26,428.55,"M",2017
"S4",2017-08-27,428.55,"M",2017
"S4",2017-08-28,428.55,"M",2017
"S4",2017-08-29,428.54,"M",2017
"S4",2017-08-30,428.53,"M",2017
"S4",2017-08-31,428.52,"M",2017
"S4",2017-09-01,428.52,"M",2017
"S4",2017-09-02,428.54,"M",2017
"S4",2017-09-03,428.53,"M",2017
"S4",2017-09-04,428.53,"M",2017
"S4",2017-09-05,428.53,"M",2017
"S4",2017-09-06,428.53,"M",2017
"S4",2017-09-07,428.52,"M",2017
"S4",2017-09-08,428.52,"M",2017
"S4",2017-09-09,428.51,"M",2017
"S4",2017-09-10,428.51,"M",2017
"S4",2017-09-11,428.5,"M",2017
"S4",2017-09-12,428.5,"M",2017
"S4",2017-09-13,428.5,"M",2017
"S4",2017-09-14,428.58,"M",2017
"S4",2017-09-15,428.59,"M",2017
"S4",2017-09-16,428.58,"M",2017
"S4",2017-09-17,428.57,"M",2017
"S4",2017-09-18,428.56,"M",2017
"S4",2017-09-19,428.55,"M",2017
"S4",2017-09-20,428.56,"M",2017
"S4",2017-09-21,428.56,"M",2017
"S4",2017-09-22,428.55,"M",2017
"S4",2017-09-23,428.55,"M",2017
"S4",2017-09-24,428.58,"M",2017
"S4",2017-09-25,428.58,"M",2017
"S4",2017-09-26,428.58,"M",2017
"S4",2017-09-27,428.58,"M",2017
"S4",2017-09-28,428.57,"M",2017
"S4",2017-09-29,428.57,"M",2017
"S4",2017-09-30,428.56,"M",2017
"S4",2017-10-01,428.57,"M",2017
"S4",2017-10-02,428.58,"M",2017
"S4",2017-10-03,428.59,"M",2017
"S4",2017-10-04,428.59,"M",2017
"S4",2017-10-05,428.59,"M",2017
"S4",2017-10-06,428.58,"M",2017
"S4",2017-10-07,428.58,"M",2017
"S4",2017-10-08,428.57,"M",2017
"S4",2017-10-09,428.56,"M",2017
"S4",2017-10-10,428.56,"M",2017
"S4",2017-10-11,428.56,"M",2017
"S4",2017-10-12,428.55,"M",2017
"S4",2017-10-13,428.55,"M",2017
"S4",2017-10-14,428.55,"M",2017
"S4",2017-10-15,428.55,"M",2017
"S4",2017-10-16,428.55,"M",2017
"S4",2017-10-17,428.55,"M",2017
"S4",2017-10-18,428.55,"M",2017
"S4",2017-10-19,428.54,"M",2017
"S4",2017-10-20,428.54,"M",2017
"S4",2017-10-21,428.56,"M",2017
"S4",2017-10-22,428.56,"M",2017
"S4",2017-10-23,428.55,"M",2017
"S4",2017-10-24,428.55,"M",2017
"S4",2017-10-25,428.55,"M",2017
"S4",2017-10-26,428.55,"M",2017
"S4",2017-10-27,428.55,"M",2017
"S4",2017-10-28,428.55,"M",2017
